,title,description,tag,showDate,creators,contributor,page_url,img_url,time_length,hot_score,content_id
37,山河之影,"建文三年，鸡鹅巷的小贼李雾见济南府佥事王克恭携万贯家财平调进入南京城，便盗锦衣百户李东方之名帖潜入王克恭府，梦想着顺利盗宝，在一夜之间坐拥荣华富贵。不料王克恭府中暗流涌动，李雾被迫卷入了一场围绕鱼暝锁展开的前朝火器之争中，原本作为局外人的李雾成为了鱼暝锁的持有者，陷入了漩涡中心。
儿时，将李雾从诏狱中解救的孩童宋真如今已成为锦衣卫陆铮，与李雾成了同僚，相见不相认；和李雾曾同处一个囚室的女童舒棠变成了夜不收刺客，并跟李雾成了间谍夫妻，共同完成夜不收的任务。朝野纷争的阴暗与残酷让三人之间的感情也在连环锁一样的阴谋中经受着考验。当改朝换代的那一刻到来的时候，所有的战事和未解的迷局，都将落下帷幕。
",古装;武侠,2023-3-28,[],"['张云龙', '陈若轩', '孙怡', '此沙', '马渝捷', '尹铸胜', '周铁', '杨轶']",http://www.iqiyi.com/v_lnpjizja0o.html,http://pic7.iqiyipic.com/image/20230607/67/bc/a_100517997_m_601_m13_579_772.webp,2236,2139,2152712324698900
38,少年江湖,女主小如是只会点鸡毛蒜皮武艺的江湖小白，古灵精怪，穷萌且怂，表面坑蒙拐骗又贪财，内心乐于助人，忽然变成了被人欺负的傻子小姐慕容洙宛。对爱懵懂无知的小如，在遇到了喜欢之人慕容冲后，被迫卷入江湖纷争，也遇到了以为惨遭背叛而因爱生恨的符宏。慕容冲、洙宛、苻宏三人在江湖各种阴谋中艰难生存，互相之间的矛盾也愈演愈烈。他们三人在享受荣耀与权利的同时，也背负了压力和责任，在陌生的逆境中成长，为爱而变得勇敢坚强，为爱而努力，最终三人携手共闯江湖。,网剧;剧情;古装,2023-5-26,['于可欣'],"['敖瑞鹏', '邓超元', '宗元圆']",http://www.iqiyi.com/v_qytr6h2ef0.html,http://pic2.iqiyipic.com/image/20230703/c8/8e/a_100527911_m_601_m11_579_772.webp,2088,2422,2761556203030800
39,公子贵姓,该剧主要讲述了精灵古怪、元气可爱的唐不言，因破解家族血脉问题而四处寻找眼角有泪痣的命定之人，一次机缘巧合下，她遇到了清冷雅正的玄奇门少主李成蹊，两人命运至此勾连在一起，从而展开一段啼笑皆非却又温暖治愈的爱情故事。,网剧;剧情;古装,2023-1-31,['梁洪于1'],"['金沫汐', '蒙恩', '吴承泽（训练生）', '蔡祥宇', '潘麓宇', '陈名豪']",http://www.iqiyi.com/v_28474n7jj8s.html,http://pic3.iqiyipic.com/image/20230628/7c/9d/a_100524230_m_601_m21_579_772.webp,1599,1334,8054246466088000
40,保护我方城主大人,古时，有木兮和轩月两座城池，这两座城池世代交恶，试图吞并彼此。木兮城老城主膝下无子，唯有女儿叶昭南。老城主担忧昭南以女子之身，继承城主之位，恐引发宗族篡权，便秘密隐藏了女儿的性别，从小命昭南女扮男装，一次意外，叶昭南落难在轩月宫中成为了宫女，遭受了未曾有过的各种欺凌，然而，她与生俱来的城主气质，在深宫之中，显得格外独特，也由此，与轩月城主柳轩冥，上演了一幕“一山不能容二虎，除非他俩是城主”的传奇故事……,网剧;剧情;喜剧,2023-1-6,['王俊（编剧）'],"['张悦楠', '严子贤', '于轩晨', '范薇', '刘冠麟', '巩汉林', '韩雨彤', '王嘉丽']",http://www.iqiyi.com/v_1kiipjlasys.html,http://pic2.iqiyipic.com/image/20230410/1f/c6/a_100522066_m_601_m22_579_772.webp,2014,2984,5648551088899400
41,南洋女儿情,该剧以真实历史为基础，讲述二十世纪三十年代，以“红头巾”为代表的华人女性在南洋地区自立自强，终于在南洋地区拼出自己的一番天地的传奇故事。,,2023-6-20,[],"['肖燕', '戴向宇', '岳丽娜', '徐梵溪', '吴希泽', '于非凡', '蔡卓音', '赵菁']",http://www.iqiyi.com/v_2bky2tuhpao.html,http://pic6.iqiyipic.com/image/20230630/5b/ec/a_100502754_m_601_m20_579_772.webp,2734,3692,8546776296835900
42,可爱的坏家伙,一觉醒来，毕生甘当咸鱼的脑洞少女夏雨萌目睹了此生难忘的一幕——帅气阴郁的少年撕裂漫画而出，径直向她走来。这漫画，只是她因暗恋学长白泽，花痴意淫出来的摸鱼之作。而眼前这少年，便是她胡乱杜撰的究极大反派沈明夕！沈明夕此人，和所有无脑漫画中的反派一样，只是为了衬托男主，而制造出来的工具人，被硬生生安上了各种美强惨设定。自己造下的孽找上门来，夏雨萌内心狂叫——这就是上天对我YY男神的惩罚吗？而从此，漫画与现实，也不知不觉中开始走向了奇幻的融合。为了自己的小命和社会的安定，夏雨萌决定要努力将这个坏家伙改造为21世纪社会主义好青年，以防他突然黑化，让自己小命不保！就这样，“坏家伙改造计划”轰轰烈烈的开始了,网剧,2023-4-12,['简余'],"['张逸杰', '王路晴', '任运杰', '尚璇', '厉家兵', '张新童']",http://www.iqiyi.com/v_frmkqesw40.html,http://pic8.iqiyipic.com/image/20230628/f5/c5/a_100532892_m_601_m9_579_772.webp,1377,1179,1624085031067900
43,心跳,《心跳》讲述了桀骜不驯、风流薄幸、不懂爱情的“强势男”顾译，与看似软弱，实则果敢坚毅，有勇有谋的“双面女”乔净，二人从相爱相杀到虐心痴恋，高能反转的爱情故事。,网剧;都市;言情,2023-6-9,['徐慧苗'],"['何瑞贤', '罗正', '郭迦南', '朱近桐', '曹恩齐', '骆达华']",http://www.iqiyi.com/v_28wmm227e78.html,http://pic5.iqiyipic.com/image/20230704/78/c5/a_100529839_m_601_m21_579_772.webp,2209,3323,8237942445427400
44,战火中的青春,讲述了1937年抗战爆发，仇寇肆狂，北大、清华和南开三校学子辞却五朝宫阙，长途跋涉，暂住于衡山湘水，复又寄居春城，弦诵不绝，悠悠八载。联大自1937年长沙建校，至1946年三校复员，在校生不过8000人，毕业生3800人，却培养出两位诺贝尔获得者，78位中科院院士，12位中国工程院院士和一批著名的文学家、哲学家、翻译家、社会科学家和政治家，在中国乃至世界教育史上，都留下了光辉的一页。西南联大犹如一盏明灯，高悬西南一隅，维系着中华文明的一缕学脉。,年代;青春,2023-4-23,[],"['王鹤棣', '周也', '叶祖新', '胡连馨', '贺鹏', '王羽铮', '王仁君', '王玥兮']",http://www.iqiyi.com/v_1gehfijmedk.html,http://pic5.iqiyipic.com/image/20230628/ed/24/a_100533610_m_601_m18_579_772.webp,2669,1681,5239446506699300
45,春家小姐是讼师第一季,本剧讲述了军户之女春荼蘼为父伸冤走上讼师之路，探案诉讼中她结识了背负身世之谜的顶级杀手夜叉，得到了折冲府都尉韩无畏和大理寺丞康正源的赏识，并且确定了自己的人生理想——当讼师。夜叉的身上究竟隐藏着怎样的秘密？真相与爱情又能否两全？一群赤诚少年们因律法而聚，最终能否为正义发声、守护弱小？且看鬼马少女春荼蘼如何智斗极品亲戚、惩治流氓恶霸，最终在自己的坚持和亲友的支持下，实现自我价值，成为一代惩恶扬善的女讼师。,网剧;剧情;古装,2023-3-24,"['王鹤槟', '张溪原', '杨青（编剧）']","['庄达菲', '黄俊捷', '樊治欣', '朱林雨', '秦天（演员）']",http://www.iqiyi.com/v_kscepj6nw4.html,http://pic6.iqiyipic.com/image/20230604/a3/6b/a_100527069_m_601_m22_579_772.webp,2400,1279,2240148402008600
46,我的老板为何那样,田甜是一名插画设计师，成为潮玩设计师一直是她的梦想。在她前去千圣集团应聘潮玩设计师时却发现，千圣集团的新品潮玩抄袭了她之前的插画作品。田甜几次讨要说法后，引起了集团总裁柳熙来的关注。柳熙来不但购买了抄袭作品的版权，还让田甜进入千圣集团做潮玩设计师，同时兼任总裁特助，帮助自己解决一些个人事务。一开始田甜靠着自己的勤奋和热血两边兼顾，但是随着柳熙来总裁特助工作的加重，田甜疲于奔命，越来越不能满足柳熙来的要求，两个人在工作和生活中都产生了不少的冲突。而后千圣集团迎来危机，柳熙来和田甜两个人共同守护了千圣集团，也更坚定了两人彼此的心意，而陪伴在他们身边的同事和朋友也都事业中有所收获，得到成长。,网剧;都市,2023-2-3,['苏素'],"['刘胤君', '张沐兮', '赵奂然', '马倩倩', '余衍隆', '张琛']",http://www.iqiyi.com/v_282ww9kd330.html,http://pic5.iqiyipic.com/image/20230628/fd/4f/a_100525325_m_601_m27_579_772.webp,1682,1896,8041411812577200
47,青春之城,方远舰是中生代智能科技创业代表，始终坚持核心技术掌握在自己手里，走科技创新之路，不断探索和突围，破釜沉舟，制造中国的人形机器人；夏末，二次创业，将升级产业做到制定行业规则的代表，功成名就的女企业家面临产业革新，她目光长远，不计成本鼓励研发，研制出环保新材料，不仅走在行业前端，制定行业规则，还带动了行业良性发展；蒋楠楠，崔江北以及高山，是街道办与科创委的代表，他们是政策的执行者，扎根基层，陪伴着创业者们一起经历着曲折和沉浮，勇于担当，仗义敢为，成就了企业，也成长了自己。,都市;商战,2023-4-12,[],"['秦海璐', '林雨申', '热依扎', '朱雨辰', '飞凡', '黄米依', '孙阳（演员）']",http://www.iqiyi.com/v_1r472qgbeq0.html,http://pic8.iqiyipic.com/image/20230628/bf/36/a_100533255_m_601_m10_579_772.webp,2725,1170,6386543668875300
48,与你十年，予我半生,"2012年，刚毕业的林亦诚、王燃、李文凯、陈涛、刘珂五位好友步入社会，家境贫寒的林亦诚努力奋斗，挑起整个家庭的重担；职场精英王燃立志做一番事业，在各路大佬之间如履薄冰。林亦诚和王燃互相爱慕，分分合合，终究败于现实。富二代李文凯在王燃的帮助下事业走上正轨，却由此爱上王燃。喜欢吹牛的陈涛和单纯的刘珂相爱，面临各种挑战。
转眼到了2022年，十年间，五位年轻人最岁月的巨浪里浮沉磨砺。穷小子”林亦诚实现了财富自由，却失去最爱的人；“拜金”的王燃大彻大悟，远离了尘世的喧嚣；“富二代”李文凯放下了灯红酒绿，成了乡村支教的志愿者；最不被看好的陈涛和刘珂却终成眷属，相濡以沫；十年过去，他们哭过笑过，爱过恨过，",网剧,2023-6-28,['柏山'],"['张耀', '张雅钦', '董璇', '袁家欢', '赵星卉', '文力']",http://www.iqiyi.com/v_20hn7hgkur0.html,http://pic8.iqiyipic.com/image/20230630/d4/2f/a_100537521_m_601_m11_579_772.webp,2015,1978,7409305124772800
49,全资进组,该剧讲述了一位天马行空的资方全资进组，为了完成自己各种古装大男主的梦想，疯狂改剧本导致剧情直线横跳。卑微倔强的编剧无力反抗，顶着越来越秃的头发使出浑身解数拼命填坑，各种反套路火力全开。在他们的努力下：甜宠剧将首次从教学式角度硬核打开；勾心斗角的宫廷剧变得异常融洽姐妹情深；锦衣卫办案悬疑感满满找了全剧也没找到凶手；白面书生赶考路上被富家千金风险投资意外称霸武林；精分男狐正邪同体切换女捉妖师难敌魅惑因爱生恨……,网剧,2023-4-1,['陈腾跃（演员）'],"['陈腾跃（演员）', '屈梦汝', '蔡卓宜', '罗予彤', '杨志雯', '陈婧旸', '邹思扬', '高维蔓']",http://www.iqiyi.com/v_s4w36qmvbc.html,http://pic8.iqiyipic.com/image/20230630/4d/91/a_100533660_m_601_m17_579_772.webp,693,1098,2906748221574500
50,奈何寨主不好当,隐曜组织的卧底名单被内鬼泄露失窃，一时间隐曜内部人心惶惶，隐曜主管沈易命黄组暗卫张小花追回失窃的卧底名单。张小花得知奈何寨内有名单消息，便假装被二寨主洛禾绑架潜入奈何寨，本想假装委身于好色大寨主寻回名单，没曾想大寨主早有妒妇当家，勾搭不成差点搭上一条命，关键时刻却是二寨主挺身而出，表示被张小花的美色所迷，想娶为夫人。大寨主忌惮洛禾在寨中多年的实力，只好表面答应，实际上想方设法铲除洛禾的势力。张小花见寨中原来早有内讧，于是决定挑拨大寨主和洛禾的关系，趁乱寻回卧底名单。没曾想她的计划早被洛禾看穿，而洛禾的真实身份也不止眼见这般……,,2023-5-5,['李张影'],"['王轩（演员）', '曹赛亚']",http://www.iqiyi.com/v_1qozf4xql7c.html,http://pic8.iqiyipic.com/image/20230630/0c/1c/a_100534476_m_601_m10_579_772.webp,613,912,6451519102552500
51,曾少年之小时候,1997年至2001年，在北京一个四合院里发生了几家人有关于亲情、友情、成长的温暖故事。谢乔、秦川、何筱舟自幼一起长大，他们是知根知底青梅竹马，却也有着各自的烦恼和秘密：跟父母的矛盾、对爱情的向往与迷惘、友谊的新旧交替等等。少男少女的成长仍然是故事的主线，每个孩子的家庭小故事又为主线增添了丰富的生活质感。,青春;家庭,2023-2-27,[],"['张籽沐', '张开泰', '郭子凡', '鹤男', '海一天', '赵子琪', '关晓彤', '张一山']",http://www.iqiyi.com/v_1iszs3b9pb8.html,http://pic1.iqiyipic.com/image/20230628/11/c1/a_100529558_m_601_m18_579_772.webp,2304,3357,5545071694600200
52,微笑妈妈,女工兰香和丈夫白新年、女儿白天原本生活美满。白新年却在劝架副厂长王友谊和摊主沈凤妹时，和王友谊被沈凤妹失手推向卡车而双双身亡。沈凤妹病亡，临终求兰香收养她叛逆的女儿水月。事后，兰香数次为王友谊托其收养的花海寻亲，花海生母华娟娟巧妙躲过后伺机栽赃。肇事司机黄大河因车祸丢公职并被郑亚琴离婚。兰香发小卫峰和郝丽君因性格不合离婚，郝丽君归罪兰香，矛盾不断。黄大河想弥补兰香遭拒后仍陪伴左右，华娟娟则嫁富有港商。水月认为兰香逼死母亲而报复，白天变的叛逆，花海对自己的身世耿耿于怀，兰香和黄大河共同解决种种事端，感情升温。郑亚琴、水月父亲再次出现，华娟娟因不孕决定认亲，平静生活再次被打乱。兰香逐一应对，三姐妹最终感悟，回到兰香身边，兰香和黄大河的爱情也迎来春天。,剧情;言情;家庭,2023-1-18,[],"['王雅捷', '宋佳伦', '王挺', '王丽云']",http://www.iqiyi.com/v_2fol3e1o928.html,http://pic7.iqiyipic.com/image/20230628/99/26/a_100010799_m_601_m13_579_772.webp,2708,1417,8961496039893900
53,他跨越山海而来,家境殷实的戚玥向来胸无大志，秉持得过且过的废材精神虚度光阴。不曾想某日从天而降一个25岁的儿子——戚烁，他预告戚玥将婚姻不幸、人生惨败。为了避免一切重演，戚烁穿越回来帮她改写命运。当戚玥得知她的“未来老公”是高冷学神陆晓后，面对云泥之别，她被迫奋发图强，自我增值。戚烁制定“废柴老妈改造计划”，在自我努力和亲儿子的魔鬼督促下，戚玥爆冷考上和陆晓同一所大学，也正式开启与陆晓的死磕之路，最终俘获了陆晓的心。表面一切都在往美好的方向发展，然而这场穿越背后，戚烁背负着一个不能为人知的秘密。历史被改变了，必然要付出代价。戚玥收获了成长与幸福，而为她跨越山海而来的戚烁，却将湮灭于时光的轨迹之中。,网剧;剧情;青春,2023-3-10,['李娜'],"['刘怡潼', '戚砚笛', '吴迪飞', '叶可儿', '蔡欣洋', '刘佳']",http://www.iqiyi.com/v_2batsx9jm5o.html,http://pic1.iqiyipic.com/image/20230628/b8/c2/a_100530015_m_601_m33_579_772.webp,1854,1808,8579665096451200
54,我可能遇见了爱情,钟离医馆的钟离雪受父亲影响，从小便将心怀大爱、坚守本心作为行事做人的准则。然而在她七岁那年，父亲在治疗残疾的集团少爷楚鹿琰时忽然病逝，医馆被奸人污蔑耽误了楚鹿琰的治疗时机，声誉一落千丈，变得门可罗雀。为重振医馆，长大后的钟离雪不惜去给楚鹿琰当保镖。谁知在与废柴少爷斗智斗勇的过程中，钟离雪发现医馆当年所承受的非议不过是一场蓄谋已久的谎言，一直视为仇敌的楚鹿琰原来也跟自己一样，都是谎言的裹挟者和受害者。于是在他人安危与个人得失面前，钟离雪坚定地选择了站在弱势的楚鹿琰这边，与恶势力进行斗争。,网剧;青春,2023-3-10,['李虹'],"['倪言', '于非凡', '刘凤瑶', '佴文', '杨靖羽']",http://www.iqiyi.com/v_kkswmcj648.html,http://pic1.iqiyipic.com/image/20230602/2a/bb/a_100530190_m_601_m9_579_772.webp,1385,1098,1998696481894100
55,画江湖之换世门生,故事建构在两个互为镜像，生死同命的平行世界中，元界的念阳枭为救心上人空灵慧，穿越到易界苦寻欲刺杀空灵慧的凶手，然而易界里两人竟是仇敌关系，空灵慧一心要致念阳枭与死地，与此同时，神秘的少女永儿、风流的街头小混混、冷面警官诺顿等人相继出现，伴随着一个个错综复杂的案情，而念阳枭的卷入又使案件更为扑朔迷离，一场悬疑烧脑又热血奇幻的异时空冒险就在《画江湖之换世门生》展开。,奇幻;年代;穿越,2023-1-16,[],"['秦晓轩', '王奕婷', '夏楠', '陈涛', '李淑婷', '龙水婷', '白冰可', '张乙恺']",http://www.iqiyi.com/v_24w3ueas1tg.html,http://pic6.iqiyipic.com/image/20230628/32/35/a_100526459_m_601_m8_579_772.webp,2384,1045,7823222701997400
56,绝配酥心唐,该剧改编自漫画《我被总裁黑上了》，讲述了当红女团偶像唐苏被误会雪藏，爆肥50斤后意外成为娱乐集团总裁皇甫诀的贴身保姆，岂料脸盲的皇甫诀竟然是偶像唐苏的头号黑粉！于是两人上演了一场惊心动魄的二哈霸总“黑上”脱线女团的极致恋爱故事。,网剧;都市;自制,2023-3-1,[],"['王艺瑾', '邓凯（演员）', '陈鑫海', '林妍柔', '赵一博', '李昊臻', '陈松伶', '高蓓蓓']",http://www.iqiyi.com/v_1upd8l3zd2k.html,http://pic7.iqiyipic.com/image/20230403/1f/3a/a_100478690_m_601_m15_579_772.webp,1372,1310,6865436679939200
57,脸盲少女的未知爱情,少女鹿回是一个天生的重度脸盲症患者，习惯与人保持距离。德诚大学国际交流生朗承舟返校第一天就解救了被质疑抄袭的鹿回，没想到却被鹿回“三遇帅哥而不认”，不由得陷入深深的自我怀疑。朗承舟发誓要让鹿回拜倒在他的魅力之下，却被鹿回的坦率真诚、乐观善良打动，在接近鹿回的过程中先行沦陷。火力全开的朗承舟对鹿回展开了猛烈的追求攻势，在发现鹿回脸盲的秘密后更是化身男友力爆棚的骑士守护鹿回，并想尽办法让脸盲的鹿回记住自己。不知不觉中，他已经成为鹿回眼中特别的人。仿佛是命运的暗中指引，早有渊源的两人坠入爱河，一段百般波折但早已命中注定的恋爱大戏就此上演。,网剧;青春;言情,2023-7-13,"['李佳璇', '安芷葳']","['段奥娟', '陈博豪', '吕昀峰', '沈莹', '张心怡', '熊稳稳']",http://www.iqiyi.com/v_1syllyr5sns.html,http://pic0.iqiyipic.com/image/20230727/7f/56/a_100526433_m_601_m13_579_772.webp,1710,1366,6479594907112500
58,今日宜加油,企划三部曾是高发电子公司内部最神秘和风光的部门，但近三年却因屡次提出不靠谱的企划而导致地位一落千丈。但是企划三部的众人却以各自的方式，演绎着“平凡奋斗者”的生活。无论是职场“黑洞”李天然，还是追求内心平和淡然的女孩范思思，抑或是冷面热心肠的吴意美、选择奋斗不做纨绔子弟的白马帅，他们有自己的梦想、有自己的执着，也有对企划三部的深厚感情。他们和同事一起进步，陪公司一同成长。虽然面临着副董的故意挑刺、企划一部的竞争，但他们用努力一次次成功化解了危机，使企划三部重回巅峰，也让自己在笑中带泪的职场生活中成长，收获了珍贵的爱情与友情。,都市;喜剧,2023-2-21,[],"['郑恺', '陈钰琪', '王鹤棣', '张绍刚', '梁超', '钟丽丽', '合文俊', '吴亚衡（男）']",http://www.iqiyi.com/v_1vi7oe4eiqs.html,http://pic4.iqiyipic.com/image/20230628/6e/01/a_100517301_m_601_m15_579_772.webp,1404,2537,6806076407182600
59,我们的日子,二十世纪八十年代初，闳光机械厂家属院住着家庭模式各不相同的几家人，刘淑霞王宪平性格迥异但彼此包容；东方玉树傅莹日子艰难但乐在其中；杨大山方慧则过着令人羡慕的优渥生活。三个家庭在同一天诞下孩子王雪花、东方宏及杨思宇。伴随着孩子们的成长，属于他们的故事缓缓拉开帷幕，孩子们经历着关于亲情、友情和爱情的考验，而大人们也要面对关于事业、婚姻与家庭的难题。恩怨情仇将他们维系在一起。尽管生活让人跌跌撞撞，但所有人都努力的在平凡的生活中寻找属于自己不平凡的幸福。,都市;家庭,2023-2-6,['娟子 编剧'],"['李小冉', '李乃文', '周依然', '周奇', '宋春丽', '孙浩', '齐襄', '任帅']",http://www.iqiyi.com/v_2eh6rtrc3bw.html,http://pic9.iqiyipic.com/image/20230628/e4/33/a_100497312_m_601_m35_579_772.webp,2734,1767,8803469367918000
60,妈咪的反攻,五年前，云轻轻在遭受丈夫出轨，孩子夭折的双重打击后，绝望出走。五年后，成为顶级模特和知名服装设计师的她，复仇归来，并以保姆潜入姜家，寻找复仇的关键——一把证明所有真相的钥匙，从此开启了模特和保姆的双面人生。作为模特，她报复继妹云渺渺，频频打脸，作为保姆，她一一化解姜翎的刻意刁难，还撩得他面红耳赤。而这一切的背后，离不开萌宝安安的鼎力相助，制造机会让云轻轻与姜翎亲密接触，是他们破镜重圆的最强助攻。最终，相爱相杀的夫妻二人逐渐意识到，五年前的一切都是一场精心设计的误会，而幕后黑手不止一人……,网剧;都市;剧情,2023-2-24,"['吕姝欣', '宋晓']","['赵一博', '李博洋', '张紫淋（演员）', '李宗霖（演员）', '崔力戈', '仲昭熙']",http://www.iqiyi.com/v_2b74qa2rv2o.html,http://pic0.iqiyipic.com/image/20230628/f7/a3/a_100529182_m_601_m20_579_772.webp,754,1280,8569236940408700
61,龙城,郑家三个堂姐弟从小胜似亲生，堂姐郑东霓因父母关系过于恶劣，性格叛逆张扬，向往他乡，在屡屡折翼后终于远嫁德国，临走前想拆散堂弟郑西决与女友陈嫣，带西决去国外。郑西决因自幼父母双亡，被三叔三婶养大，一心留在龙城向大家庭报恩。西决帮助遭遇不公的小叔改变生活，自己却蒙受刻骨铭心的失恋，好在东霓的闺蜜江薏适时出现，二人逐渐建立情感。郑东霓与博士丈夫方靖晖的婚姻演变成鸡毛鸭血，一场离婚夺子大战从国外打到龙城，好斗的东霓在经历父亲病倒、母亲去世后精疲力尽，全靠西决照顾。堂妹郑南音从小有完美家庭，哥姐保护，为反抗母亲管束刚上大学就领了结婚证，没想到校园夫妻百事哀，时时要回大家庭养伤。郑西决对姐妹俩的呵护令江薏难以接受，她要西决离开龙城，二人关系走到绷断边缘……姐弟三人从各自的原生家庭走出，都要为原生家庭印记“买单”，但又不断出现新的挫折，最终他们理解了西决的“温暖无用”，正是这种看似无用的关爱与守望，才是家的真谛，是成长的源泉。,都市;剧情;自制,2023-4-15,[],"['马伊琍', '白宇', '刘琳', '李婷婷', '高鑫', '节冰', '焦刚', '刘陆']",http://www.iqiyi.com/v_eg17y7mt4k.html,http://pic6.iqiyipic.com/image/20230516/02/98/a_100494633_m_601_m23_579_772.webp,2739,2198,1481299510197400
62,回响,女主人公冉咚咚在侦破凶案过程中，无意间发现丈夫私自开房的线索，于是，她既要侦破案件又要侦破感情的谜团，两条线上的心理较量同时展开。,都市;悬疑,2023-3-16,[],"['宋佳', '王阳', '包贝尔', '吴优', '朱雨辰', '董洁', '啜妮', '侯雯元']",http://www.iqiyi.com/v_1vxy9fa2d74.html,http://pic2.iqiyipic.com/image/20230630/7f/c7/a_100523861_m_601_m30_579_772.webp,3526,2558,7026672015229500
63,心想事成,讲述了孙心、孙想这对性格迥然不同的姐妹，在自由拼搏与平淡安稳中忠于本心，追寻美好生活的故事。,剧情;家庭;言情,2023-3-9,[],"['毛晓彤', '张俪', '李泽锋', '王子异', '张凯丽', '孙松', '金珈', '虞金泽']",http://www.iqiyi.com/v_dyn9za8iks.html,http://pic7.iqiyipic.com/image/20230628/f7/09/a_100530532_m_601_m9_579_772.webp,2733,1353,1544670612124000
64,不就是拔河么,"曾经的足球新星郭炎因意外放弃梦想，转而考入明承大学，开学后与爱较劲的“训练标兵”薛天误打误撞走红校园，因而被教练雷明看中。而“不靠谱”教练雷明为保工作，召集了8个各有私心的新人学生组成战队，开办冷门社团明承大拔河队。一群大多毫无运动基础的新人，在雷明的临时起意下，准备冲击拔河专业赛事——新星赛。
初战果然惨败遭讽，这群在校毫无存在感的普通人，由此打起“咸鱼翻身”战，一路磕绊成长，他们虽然性格各不相同，却有着相同的目标、对于胜利的渴望以及不服输不怕输的精神。在收获友情的同时，会如何继续遵从初心，完成彼此的约定？",网剧,2023-4-18,"['张 璐', '袁国新', '王安安', '李子峘']","['陈靖可', '易大千', '印小天', '林昕宜', '马渝捷', '尤浩然', '雷丰瑞', '周政杰']",http://www.iqiyi.com/v_1nr4hld6cl0.html,http://pic1.iqiyipic.com/image/20230630/38/1e/a_100533474_m_601_m14_579_772.webp,2692,967,6186002206970200
65,闺中蜜友,段若男和樊晓薇本是无话不谈的好友，在闺蜜遭受渣男背叛后，若男把晓薇带回家和男友一起生活，却没想到因三人同居，晓薇和若男的男友黎骁产生了禁忌之恋，背着若男搞起了地下恋情，就在若男和黎骁的恋爱纪念日时，三人的情感纠缠浮出水面，昔日的闺蜜一朝之间势成水火关系，若男悲伤离开。可好景不长，黎骁和樊晓薇当激情渐渐褪去，极度缺乏安全感的晓薇开始表现出对黎骁近乎变态的控制欲，让黎骁喘不过气。一次意外若男和黎骁再次相遇，三人再次牵涉在一起，厌倦了晓薇控制欲的黎骁对若男旧情复燃和晓薇提出了分手，晓薇把一切的罪过都怪在了若男身上，于是加入了若男的新公司开始了复仇计划,,2023-4-6,['熊方'],"['刘泳希', '刘承林']",http://www.iqiyi.com/v_s3qlcs3wy8.html,http://pic1.iqiyipic.com/image/20230628/3b/83/a_100532192_m_601_m10_579_772.webp,681,927,2909956884955900
66,骑着鱼的猫,出身乡野的野生少女施花花，身怀武艺、精通“十八般武艺”，在独自下山历练途中，应下师傅“九九八十一善”的承诺。初入大都市，误打误撞闯成为企业代言人，并行侠仗义救下双面霸总周知斐。而这位霸总正因陷入家族争斗焦头烂额、引发内心创伤复现。一份看似偶然却又充满命运奇缘的故事就此展开。两人反差极强的成长环境、生活态度、生活方式，在互相碰撞中得到和谐和治愈，在亲情、友情、爱情的包围和循环中，两人最终都完成了各自的成长命题，成就了一段最适合对方的美好爱情。,网剧;青春;偶像,2023-2-14,['陈希（女）'],"['吕小雨', '罗正', '林妍柔', '张达塬', '叶皓然', '蓝曼予', '张层层', '周峻宇']",http://www.iqiyi.com/v_1y3pbpu8o3w.html,http://pic7.iqiyipic.com/image/20230628/f3/01/a_100516017_m_601_m18_579_772.webp,1981,2488,7105284268136800
67,卧底警花,以缉毒干警亲身经历为依据，讲述了初入警队的夏海蓉面对高压危险的缉毒行动机智勇敢发挥自己擅长伪装的特长将一个个毒贩绳之以法，也因此成了卧底毒贩集团的不二人选，勇于挑战的夏海蓉也决定深入虎穴，在危机四伏的毒贩集团中寻求一网打破的机会。,罪案,2023-5-12,[],"['鲁诺', '田小洁']",http://www.iqiyi.com/v_cvp7qnoets.html,http://pic1.iqiyipic.com/image/20230630/8e/6f/a_100535405_m_601_m5_579_772.webp,2584,2113,1355359472146300
68,疯狂剧团,一年前，演员林小豪向女友车车求婚，遭到拒绝，车车不辞而别。令人意外的是，两人的再次相逢，竟然是在剧场的舞台上。林小豪第一次饰演男一号，搭档突发疾病，新来剧团报道的车车临时顶戏。林小豪心结未解，两人还必须饰演深爱的情侣。车车为了争取这次表演的机会从而留在剧团，找到林小豪向他坦白了自己当年离开的原因。林小豪谅解，两人成为朋友，搭档出演的话剧也受到了一致好评。后两人接二连三的饰演了不同类型的情侣，被观众们评为“剧场情侣“。两人在工作中配合越来越默契，生活中也渐生情愫。最终，林小豪守得云开见月明，与车车有情人终成眷侣。,网剧,2023-6-23,"['何念', '肖诗瑶']","['郭晓婷', '陈信喆', '张钟仪', '薛宇槟', '刘炫锐', '李梓溪']",http://www.iqiyi.com/v_13nh4sw5v2c.html,http://pic8.iqiyipic.com/image/20230630/aa/0c/a_100535541_m_601_m9_579_772.webp,2716,526,4006517598772200
